0.02,17.047,1.0988,-4.2491,0.019,-0.22775,0.78675,-0.023211
0.03,17.238,1.0217,-4.3169,0.029,-0.15913,1.0451,0.012488
0.04,16.961,0.77272,-5.2428,0.039,-0.077337,1.4158,0.081877
0.05,16.345,0.37673,-5.8866,0.049,-0.038574,1.8365,0.17741
0.06,14.823,-0.062831,-5.5428,0.059,0.012959,2.4204,0.29506
0.07,12.803,-0.023086,-5.1466,0.069,0.09749,2.6252,0.28321
0.08,10.768,0.11936,-4.8225,0.079,0.15369,2.6564,0.24897
0.09,8.2785,0.011185,-3.5689,0.089,0.14942,2.5155,0.23419
0.1,5.7075,-0.090417,-2.4207,0.099,0.14881,2.3202,0.22488
0.11,2.8165,-0.2305,-2.3577,0.109,0.20464,2.1742,0.20861
0.12,-0.031818,-0.81746,-2.1014,0.119,0.28068,2.22,0.21623
0.13,-2.3364,-1.3225,-1.1547,0.129,0.31743,2.4666,0.24783
0.14,-5.2933,-1.4776,0.25328,0.139,0.33242,2.6087,0.29022
0.15,-7.4493,-1.4697,1.1432,0.149,0.36744,2.6403,0.3111
0.16,-10.325,-1.3077,0.14149,0.159,0.44898,2.5817,0.38799
0.17,-13.029,-1.0454,-1.3254,0.169,0.46502,2.4511,0.463
0.18,-14.595,-0.68378,-1.9335,0.179,0.3421,2.2617,0.45166
0.19,-17.536,0.28132,-5.0155,0.189,0.21565,2.2527,0.42692
0.2,-19.109,1.5034,-7.344,0.199,0.23787,2.949,0.32195
0.21,-20.107,2.6098,-7.7918,0.209,0.3218,3.6674,0.24564
0.22,-19.601,3.4418,-7.8449,0.219,0.41628,4.0381,0.28551
0.23,-17.421,3.3454,-7.8443,0.229,0.42794,3.6349,0.30449
0.24,-16.642,3.7854,-9.5158,0.239,0.22163,2.4314,0.15779
0.25,-16.187,4.6629,-7.6093,0.249,-0.15282,0.72463,0.092721
0.26,-14.67,4.1856,-3.7045,0.259,-0.33577,-0.36539,0.11496
0.27,-13.095,2.7717,-1.844,0.269,-0.53882,-2.438,-0.093129
0.28,-11.841,1.9964,-0.57226,0.279,-0.72042,-3.9015,-0.25497
0.29,-10.447,1.4466,2.5095,0.289,-0.78547,-4.3459,-0.35399
0.3,-7.114,0.11269,5.4687,0.299,-0.85841,-5.618,-0.51278
0.31,-3.4335,-1.0639,7.4476,0.309,-0.79105,-5.7902,-0.54639
