-0.492,0.547,0.566,-20.374,102.297,11.529
-0.552,0.566,0.556,-21.106,103.578,11.59
-0.532,0.583,0.566,-22.082,103.334,12.261
-0.52,0.562,0.603,-22.448,104.798,12.322
-0.564,0.527,0.611,-22.204,107.238,14.457
-0.606,0.504,0.603,-20.252,107.299,17.934
-0.616,0.524,0.562,-18.178,98.698,18.91
-0.586,0.559,0.544,-16.531,85.888,17.873
-0.57,0.565,0.54,-15.433,72.651,14.579
-0.598,0.549,0.586,-14.152,56.913,11.834
-0.617,0.524,0.621,-13.786,42.822,9.577
-0.64,0.504,0.598,-13.176,31.232,8.845
-0.71,0.492,0.584,-11.712,21.899,9.943
-0.781,0.484,0.597,-9.455,13.969,11.651
-0.833,0.479,0.591,-7.076,3.721,11.773
-0.835,0.481,0.595,-5.246,-5.307,12.261
-0.791,0.484,0.621,-4.27,-8.845,13.359
-0.705,0.477,0.645,-3.904,-6.893,14.945
-0.611,0.463,0.625,-3.721,-3.233,18.117
-0.599,0.453,0.549,-3.355,-1.952,22.021
-0.651,0.46,0.528,-2.806,-4.331,25.193
-0.691,0.488,0.57,-3.233,-9.943,25.315
-0.698,0.485,0.67,-3.172,-14.945,20.984
-0.71,0.45,0.755,-2.318,-16.775,14.335
-0.725,0.415,0.809,0.061,-15.189,8.662
-0.715,0.391,0.827,5.002,-10.98,6.039
-0.669,0.402,0.8,10.98,-3.599,6.344
-0.629,0.446,0.734,15.982,5.002,6.222
-0.63,0.504,0.653,18.483,8.845,4.758
-0.647,0.549,0.595,19.825,6.161,2.989
-0.643,0.576,0.571,20.679,0.976,1.769
-0.633,0.581,0.586,21.96,-2.989,1.403
-0.639,0.572,0.62,25.071,-5.368,0.915
-0.613,0.583,0.647,29.219,-4.392,1.281
-0.548,0.591,0.648,31.659,3.111,1.891
-0.487,0.598,0.641,32.696,14.518,2.623
-0.388,0.625,0.592,32.574,25.193,2.013
-0.327,0.643,0.565,29.707,28.731,-1.952
-0.279,0.654,0.54,24.217,27.267,-6.1
-0.272,0.647,0.541,18.422,18.361,-10.187
-0.336,0.643,0.561,13.664,2.318,-13.237
-0.39,0.651,0.603,10.675,-13.481,-14.945
-0.395,0.637,0.65,8.235,-23.729,-14.823
-0.4,0.619,0.672,7.747,-28.365,-14.884
-0.402,0.614,0.661,8.54,-30.073,-14.396
-0.402,0.605,0.641,9.394,-32.208,-12.871
-0.408,0.601,0.623,9.516,-36.722,-11.834
-0.415,0.582,0.61,7.747,-47.824,-12.139
-0.416,0.556,0.592,4.026,-70.516,-14.091
-0.419,0.548,0.543,0.732,-103.944,-15.982
-0.417,0.555,0.505,-1.708,-143.228,-15.433
-0.389,0.561,0.497,-4.636,-176.839,-14.579
-0.33,0.573,0.516,-7.747,-191.784,-15.128
-0.259,0.583,0.572,-11.773,-180.743,-15.677
-0.156,0.591,0.641,-14.152,-144.631,-16.714
-0.07,0.586,0.707,-15.189,-89.609,-15.86
-0.046,0.556,0.722,-16.592,-25.742,-13.725
-0.128,0.535,0.647,-16.165,34.465,-10.187
-0.332,0.516,0.591,-13.237,73.932,-3.172
-0.528,0.508,0.554,-10.797,88.938,3.782
-0.639,0.524,0.524,-10.065,81.618,9.516
-0.644,0.557,0.555,-9.638,60.207,13.969
-0.477,0.599,0.601,-10.37,37.637,13.847
-0.245,0.606,0.598,-13.359,26.779,6.954
-0.143,0.571,0.662,-16.653,34.282,0.549
-0.159,0.571,0.671,-18.91,52.521,-1.769
-0.267,0.561,0.629,-20.557,73.017,-1.952
-0.431,0.532,0.609,-19.642,92.415,-0.061
-0.591,0.537,0.578,-17.324,106.75,3.05
-0.668,0.551,0.519,-16.043,112.728,5.49
-0.704,0.551,0.485,-17.263,107.787,8.601
-0.688,0.536,0.498,-17.873,102.236,12.627
-0.684,0.519,0.551,-17.507,91.805,13.359
-0.682,0.503,0.587,-17.141,71.431,11.102
-0.643,0.492,0.564,-17.019,42.334,7.381
-0.563,0.48,0.568,-15.006,17.019,4.575
-0.563,0.459,0.615,-11.407,1.952,1.83
-0.626,0.453,0.633,-7.808,-5.368,0.427
-0.703,0.468,0.607,-5.49,-10.919,1.22
-0.752,0.478,0.607,-3.721,-14.701,2.623
-0.763,0.475,0.604,-2.501,-14.579,3.782
-0.765,0.472,0.584,-1.891,-12.261,5.124
-0.804,0.474,0.562,-1.464,-11.956,6.954
-0.822,0.477,0.55,-0.122,-16.714,9.943
-0.752,0.488,0.539,1.159,-25.986,13.359
-0.683,0.495,0.537,1.037,-37.576,16.775
-0.65,0.494,0.607,2.074,-41.907,20.435
-0.632,0.484,0.725,4.209,-35.746,21.96
-0.633,0.46,0.801,7.076,-25.925,18.91
-0.607,0.443,0.807,10.919,-15.738,13.664
-0.563,0.448,0.768,14.457,-6.1,10.858
-0.532,0.479,0.708,17.507,1.159,10.431
-0.508,0.531,0.626,19.337,6.527,9.394
-0.517,0.574,0.563,20.13,5.673,7.137
-0.524,0.601,0.538,21.533,2.562,5.002
-0.557,0.596,0.553,21.716,-0.488,2.928
-0.597,0.585,0.604,22.143,-4.27,2.135
-0.58,0.584,0.652,22.204,-5.307,2.501
-0.534,0.595,0.681,21.594,-2.928,2.013
-0.449,0.605,0.68,19.52,3.294,0.915
-0.36,0.584,0.693,17.568,14.762,0.61
-0.28,0.596,0.688,16.043,30.988,1.952
-0.262,0.621,0.647,15.067,41.663,1.464
-0.294,0.632,0.614,14.945,42.578,0.305
-0.38,0.631,0.627,16.043,33.306,-0.976
-0.438,0.631,0.649,16.836,17.324,-2.013
-0.423,0.628,0.655,16.043,1.281,-2.867
-0.429,0.613,0.631,13.969,-12.2,-3.965
-0.456,0.606,0.607,11.529,-25.071,-4.758
-0.451,0.603,0.582,9.394,-38.247,-5.49
-0.436,0.594,0.555,6.161,-54.229,-6.222
-0.423,0.582,0.537,1.464,-77.836,-7.503
-0.429,0.577,0.514,-3.172,-114.558,-10.614
-0.434,0.569,0.488,-6.527,-161.223,-14.579
-0.429,0.555,0.483,-8.906,-209.047,-16.47
-0.401,0.541,0.529,-12.139,-245.159,-15.555
-0.307,0.555,0.559,-17.263,-256.383,-12.017
-0.228,0.583,0.594,-20.862,-246.867,-11.285
-0.166,0.587,0.655,-21.594,-215.208,-13.176
-0.086,0.568,0.705,-20.313,-165.249,-13.054
-0.038,0.543,0.746,-17.873,-106.628,-12.81
-0.023,0.521,0.784,-13.969,-42.822,-11.834
-0.058,0.508,0.793,-11.163,16.409,-7.381
-0.167,0.501,0.763,-10.492,62.22,-1.281
-0.324,0.507,0.707,-8.662,89.426,3.599
-0.471,0.535,0.633,-6.649,94.916,6.954
-0.566,0.546,0.587,-6.283,80.032,9.882
-0.567,0.539,0.6,-6.466,58.011,10.431
-0.49,0.549,0.631,-7.503,38.735,8.845
-0.311,0.589,0.632,-11.102,32.391,5.856
-0.121,0.6,0.658,-15.921,44.957,3.599
-0.03,0.581,0.669,-20.618,76.067,3.355
-0.118,0.554,0.673,-23.546,112.362,4.697
-0.306,0.528,0.686,-23.119,142.618,6.344
-0.454,0.516,0.669,-20.679,158.844,6.588
-0.57,0.52,0.64,-18.422,158.295,7.503
-0.636,0.527,0.624,-16.348,147.132,8.906
-0.68,0.521,0.643,-13.725,126.209,8.601
-0.683,0.534,0.644,-11.529,94.794,8.235
-0.582,0.545,0.66,-9.455,64.843,6.832
-0.488,0.528,0.651,-8.357,39.772,3.416
-0.448,0.519,0.607,-7.564,22.265,0.549
-0.444,0.522,0.58,-7.259,13.237,-1.464
-0.479,0.518,0.579,-7.198,12.017,-3.538
-0.548,0.515,0.567,-7.503,16.836,-3.843
-0.657,0.507,0.581,-7.991,22.631,-1.83
-0.757,0.49,0.607,-7.442,24.156,-0.061
-0.79,0.468,0.633,-5.917,20.984,2.318
-0.775,0.46,0.629,-4.331,16.836,4.27
-0.751,0.472,0.623,-3.538,10.614,6.466
-0.697,0.482,0.63,-3.172,2.318,8.54
-0.651,0.486,0.604,-3.172,-7.259,10.187
-0.614,0.484,0.601,-3.355,-11.773,13.42
-0.645,0.468,0.655,-2.806,-10.614,15.677
-0.693,0.447,0.741,-0.122,-4.819,14.762
-0.677,0.438,0.787,4.453,3.416,11.529
-0.649,0.443,0.784,9.028,10.675,7.747
-0.661,0.451,0.763,13.481,15.982,6.344
-0.662,0.474,0.728,17.812,17.995,7.076
-0.63,0.493,0.672,21.411,17.385,7.198
-0.593,0.519,0.6,24.034,17.202,7.442
-0.58,0.544,0.536,24.705,14.579,6.344
-0.575,0.568,0.521,24.644,10.37,3.111
-0.591,0.58,0.532,23.729,6.039,1.22
-0.591,0.587,0.549,21.899,0.671,3.355
-0.569,0.585,0.588,20.191,-2.257,3.66
-0.521,0.585,0.644,18.544,0.061,2.257
-0.407,0.593,0.654,16.714,8.662,1.403
-0.346,0.585,0.664,16.47,19.459,-0.122
-0.31,0.565,0.687,17.568,31.903,0.366
-0.277,0.583,0.686,17.812,38.552,0.244
-0.293,0.608,0.663,17.019,34.892,-1.403
-0.346,0.625,0.635,16.348,23.912,-3.294
-0.403,0.636,0.618,15.494,11.163,-5.124
-0.441,0.628,0.609,14.396,2.806,-5.856
-0.491,0.617,0.59,13.786,-3.294,-5.734
-0.551,0.608,0.567,13.176,-13.725,-5.002
-0.559,0.606,0.546,11.59,-27.084,-3.843
-0.543,0.603,0.531,9.577,-43.554,-3.294
-0.51,0.588,0.551,6.161,-66.612,-3.599
-0.478,0.564,0.552,0.366,-100.772,-6.71
-0.455,0.578,0.537,-3.599,-145.912,-10.431
-0.436,0.574,0.534,-5.063,-197.457,-14.152
-0.433,0.551,0.54,-5.185,-250.832,-17.385
-0.433,0.529,0.546,-6.588,-299.205,-18.727
-0.41,0.53,0.573,-9.76,-331.901,-17.446
-0.288,0.546,0.603,-14.762,-335.134,-15.86
-0.09,0.586,0.656,-17.69,-300.425,-14.396
0.115,0.604,0.734,-17.751,-227.53,-11.407
0.226,0.591,0.797,-13.786,-131.699,-9.821
0.214,0.561,0.826,-9.943,-36.356,-10.187
0.113,0.524,0.808,-8.113,40.931,-10.37
-0.048,0.52,0.77,-7.259,89.06,-10.98
-0.175,0.533,0.712,-8.784,115.351,-10.431
-0.273,0.532,0.66,-11.041,130.54,-6.1
-0.405,0.539,0.597,-12.383,136.274,0.488
-0.511,0.552,0.569,-13.176,129.869,6.527
-0.543,0.549,0.563,-13.725,111.813,8.845
-0.535,0.518,0.623,-13.603,90.036,9.882
-0.458,0.503,0.692,-12.688,79.117,11.834
-0.377,0.515,0.711,-12.2,78.751,12.871
-0.327,0.517,0.707,-11.285,88.145,13.603
-0.296,0.525,0.704,-9.455,102.785,14.701
-0.28,0.544,0.713,-9.394,114.802,14.884
-0.263,0.565,0.665,-12.078,123.525,13.237
-0.267,0.568,0.601,-14.457,129.869,9.882
-0.359,0.567,0.542,-15.799,131.76,6.1
-0.518,0.552,0.517,-17.385,125.111,2.867
-0.611,0.554,0.519,-17.629,111.63,0.427
-0.678,0.545,0.527,-18.91,91.012,-0.244
-0.735,0.511,0.565,-17.69,69.967,0.366
-0.75,0.505,0.599,-15.616,46.36,1.586
-0.695,0.497,0.644,-13.42,26.657,3.233
-0.624,0.473,0.696,-10.248,12.444,5.185
-0.595,0.465,0.712,-7.076,-1.647,5.734
-0.581,0.47,0.686,-4.697,-16.592,5.856
-0.574,0.474,0.634,-2.562,-28.731,4.453
-0.599,0.477,0.615,-0.915,-36.417,1.891
-0.633,0.486,0.609,-0.183,-41.907,1.708
-0.635,0.501,0.593,0.0,-46.787,3.416
-0.63,0.5,0.586,0.122,-52.033,5.368
-0.647,0.48,0.605,0.427,-58.438,8.235
-0.659,0.452,0.669,1.586,-62.83,11.651
-0.657,0.437,0.724,3.416,-65.209,11.956
-0.669,0.441,0.76,5.063,-67.344,10.004
-0.645,0.452,0.788,7.259,-66.246,8.357
-0.603,0.461,0.802,10.492,-61.366,7.015
-0.575,0.474,0.804,14.823,-53.558,6.649
-0.513,0.51,0.804,20.069,-42.822,7.381
-0.458,0.548,0.794,22.753,-34.831,6.71
-0.379,0.569,0.766,24.217,-23.241,6.222
-0.324,0.574,0.752,25.498,-5.978,7.503
-0.334,0.571,0.736,26.962,14.152,10.736
-0.38,0.575,0.759,28.182,32.269,12.078
-0.365,0.575,0.785,27.816,48.739,12.444
-0.294,0.58,0.781,27.389,64.477,10.309
-0.233,0.597,0.735,25.742,76.433,5.429
-0.249,0.606,0.685,22.875,79.666,-0.305
-0.336,0.606,0.654,21.106,74.542,-3.05
-0.396,0.612,0.631,20.496,66.368,-2.928
-0.441,0.623,0.591,18.91,55.571,-4.27
-0.465,0.627,0.569,17.751,44.957,-4.819
-0.481,0.617,0.561,16.653,32.696,-4.758
-0.494,0.601,0.566,14.884,19.032,-4.087
-0.463,0.597,0.575,12.627,6.405,-3.355
-0.407,0.601,0.556,9.333,-5.917,-2.684
-0.397,0.614,0.54,6.954,-19.886,-2.806
-0.383,0.615,0.546,5.612,-36.6,-3.721
-0.355,0.618,0.567,3.721,-55.998,-5.368
-0.338,0.612,0.581,1.281,-78.751,-8.601
-0.324,0.601,0.574,-1.22,-105.103,-11.834
-0.342,0.584,0.588,-3.294,-138.104,-14.701
-0.381,0.557,0.615,-4.819,-173.911,-16.897
-0.4,0.52,0.633,-7.259,-203.435,-13.786
-0.38,0.509,0.63,-11.224,-217.343,-8.296
-0.335,0.545,0.632,-13.542,-215.269,-7.686
-0.269,0.575,0.646,-13.786,-201.178,-10.736
-0.183,0.576,0.651,-14.03,-172.325,-11.224
-0.1,0.575,0.648,-13.969,-128.527,-8.418
-0.049,0.569,0.667,-11.956,-75.884,-7.076
-0.063,0.567,0.685,-8.784,-24.522,-5.795
-0.133,0.542,0.687,-6.466,14.396,-4.087
-0.238,0.517,0.669,-6.1,34.77,-0.793
-0.339,0.517,0.664,-5.795,40.626,4.331
-0.394,0.532,0.665,-4.941,35.929,6.893
-0.393,0.529,0.671,-4.697,25.437,7.686
-0.315,0.532,0.686,-5.124,19.398,9.089
-0.224,0.558,0.709,-5.734,22.509,9.211
-0.131,0.574,0.715,-7.869,37.454,7.259
-0.076,0.571,0.709,-11.346,62.952,4.88
-0.129,0.564,0.711,-14.213,91.561,6.283
-0.261,0.558,0.705,-15.616,115.473,8.845
-0.357,0.554,0.694,-16.104,132.004,10.309
-0.401,0.556,0.689,-15.616,141.764,12.078
-0.429,0.562,0.673,-15.128,142.679,13.786
-0.463,0.569,0.645,-14.64,133.041,14.64
-0.462,0.576,0.638,-13.664,115.595,14.701
-0.386,0.577,0.646,-13.359,98.576,12.932
-0.294,0.569,0.66,-13.908,90.036,10.919
-0.249,0.571,0.668,-16.348,90.158,10.248
-0.3,0.557,0.671,-18.727,97.051,9.272
-0.427,0.535,0.662,-18.971,105.652,8.479
